ItalyPowerDemand,TDE,train,0,NANOSECONDS,PREDICTIONS, Generated by BasicReproductionTests at 2021-07-06 09:45:19
tsml.classifiers.dictionary_based.TDE, 2021-07-06 09:45:19, 1625561119179
0.9514091350826045,1580115500,2368434900,-1,-1,2,,-1,-1
1,1,,0.091062,0.908938,,3554300,,
1,1,,0.183459,0.816541,,3467900,,
1,1,,0.04209,0.95791,,3317600,,
1,0,,0.527714,0.472286,,3181700,,
1,1,,0.161704,0.838296,,3058500,,
0,0,,0.945363,0.054637,,2881200,,
1,1,,0,1,,2530600,,
1,1,,0.318169,0.681831,,2499100,,
1,1,,0.155381,0.844619,,2383300,,
1,1,,0.022035,0.977965,,3273500,,
1,1,,0.231723,0.768277,,2552500,,
1,1,,0.234475,0.765525,,2500800,,
1,1,,0.058323,0.941677,,2576700,,
0,0,,0.897035,0.102965,,2454500,,
0,0,,0.68721,0.31279,,2416600,,
1,1,,0.036425,0.963575,,2405900,,
0,0,,0.923328,0.076672,,2334200,,
0,0,,0.94352,0.05648,,2629600,,
0,0,,0.939697,0.060303,,2461300,,
1,1,,0.409139,0.590861,,2443700,,
0,0,,0.647099,0.352901,,2274700,,
0,0,,0.874721,0.125279,,2135500,,
1,1,,0.147164,0.852836,,2209000,,
0,0,,0.903272,0.096728,,2133200,,
1,1,,0.259566,0.740434,,2157400,,
0,0,,0.977965,0.022035,,2066800,,
0,0,,0.897035,0.102965,,2100500,,
0,0,,0.881095,0.118905,,2172100,,
1,1,,0.020055,0.979945,,2269700,,
0,0,,0.981788,0.018212,,2158300,,
0,0,,0.925307,0.074693,,2243900,,
0,0,,0.961732,0.038268,,2232600,,
0,0,,0.697356,0.302644,,2116100,,
1,1,,0,1,,2202800,,
1,1,,0.080222,0.919778,,2162300,,
0,0,,0.878686,0.121314,,2110000,,
1,1,,0.036425,0.963575,,2239800,,
0,0,,0.790312,0.209688,,2317900,,
1,1,,0.21549,0.78451,,2397700,,
0,0,,0.751707,0.248293,,2319300,,
1,1,,0.125,0.875,,2260600,,
1,1,,0,1,,2435500,,
1,1,,0.018212,0.981788,,2537300,,
1,1,,0.225556,0.774444,,2639400,,
0,0,,0.963575,0.036425,,2529000,,
1,1,,0.102965,0.897035,,2421400,,
1,1,,0.302228,0.697772,,2122200,,
0,0,,0.828808,0.171192,,2224900,,
1,1,,0.197557,0.802443,,2163300,,
