ItalyPowerDemand,ROCKETClassifier,train,0,NANOSECONDS,PREDICTIONS, Generated by BasicReproductionTests at 2020-12-10 13:37:18
tsml.classifiers.hybrids.ROCKETClassifier, 2020-12-10 13:37:18, 1607607438501
0.9689018464528668,1699355099,5441865818,-1,-1,2,,-1,-1
1,1,,0,1,,6429100,,
1,1,,0,1,,6003101,,
1,1,,0,1,,5925700,,
1,0,,1,0,,6236000,,
1,1,,0,1,,5688200,,
0,0,,1,0,,5517500,,
1,1,,0,1,,5376500,,
1,1,,0,1,,5515599,,
1,1,,0,1,,5396600,,
1,1,,0,1,,5533100,,
1,1,,0,1,,5703801,,
1,1,,0,1,,5391900,,
1,1,,0,1,,5891500,,
0,0,,1,0,,5542801,,
0,0,,1,0,,5268499,,
1,1,,0,1,,7221800,,
0,0,,1,0,,5465901,,
0,0,,1,0,,5163301,,
0,0,,1,0,,5307700,,
1,1,,0,1,,5233700,,
0,0,,1,0,,5254700,,
0,0,,1,0,,5478000,,
1,1,,0,1,,5435900,,
0,0,,1,0,,5304801,,
1,1,,0,1,,5223599,,
0,0,,1,0,,5457199,,
0,0,,1,0,,5601600,,
0,0,,1,0,,5622900,,
1,1,,0,1,,5565400,,
0,0,,1,0,,5485300,,
0,0,,1,0,,5333599,,
0,0,,1,0,,5287701,,
0,0,,1,0,,5324401,,
1,1,,0,1,,5128000,,
1,1,,0,1,,5506701,,
0,0,,1,0,,7025099,,
1,1,,0,1,,5611900,,
0,0,,1,0,,5760700,,
1,1,,0,1,,5430299,,
0,0,,1,0,,15536500,,
1,1,,0,1,,5205500,,
1,1,,0,1,,5735100,,
1,1,,0,1,,5169199,,
1,1,,0,1,,5380101,,
0,0,,1,0,,5132200,,
1,1,,0,1,,5619000,,
1,1,,0,1,,6313701,,
0,0,,1,0,,6074501,,
1,1,,0,1,,6012400,,
0,0,,1,0,,5563800,,
1,1,,0,1,,5488900,,
1,1,,0,1,,5175299,,
1,1,,0,1,,5382300,,
1,1,,0,1,,5308601,,
0,0,,1,0,,5148900,,
1,1,,0,1,,5203500,,
