ACC:TESTACC,CAWPE-A,TunedSVM,TunedRandF,TunedXGBoost,TunedMLP
AvgTESTACCOverDsets:,0.8251057600395217,0.8115124527754436,0.8124115639032706,0.8057652499267822,0.7729049148019739
AvgTESTACCRankOverDsets:,1.8888888888888888,2.8205128205128207,3.0,3.217948717948718,4.072649572649572
StddevOfTESTACCOverDsets:,0.14963335870503064,0.1550152704459815,0.15013340946019724,0.1592987751800234,0.1740889594803678
AvgOfStddevsOfTESTACCOverDsetFolds:,0.02123690020774838,0.022032430395054224,0.022311009621463457,0.020659418627733607,0.047387011157288585
StddevsOfTESTACCRanksOverDsets:,0.9516571551752074,1.3887813103046354,1.198058774679359,1.2515242695798912,1.2599003745250115

BALACC:TESTBALACC,CAWPE-A,TunedSVM,TunedXGBoost,TunedRandF,TunedMLP
AvgTESTBALACCOverDsets:,0.7558953038273725,0.7452510323638939,0.7334382720588791,0.7289448073751409,0.6816069976243939
AvgTESTBALACCRankOverDsets:,1.9615384615384615,2.4871794871794872,3.017094017094017,3.371794871794872,4.162393162393163
StddevOfTESTBALACCOverDsets:,0.19639752439913516,0.2018292775923719,0.20455121317479677,0.20396374861248945,0.21648288159100612
AvgOfStddevsOfTESTBALACCOverDsetFolds:,0.029467017466424404,0.02978284711533372,0.02710445665058021,0.03302344196175218,0.0649378587751171
StddevsOfTESTBALACCRanksOverDsets:,0.9218465495992041,1.3558009759814111,1.294770023401214,1.189309141233578,1.1667613956741978

AUROC:TESTAUROC,CAWPE-A,TunedRandF,TunedXGBoost,TunedSVM,TunedMLP
AvgTESTAUROCOverDsets:,0.8909579736999318,0.8791193284456833,0.8688112429041955,0.8566223734633267,0.8572559087519204
AvgTESTAUROCRankOverDsets:,1.606837606837607,2.747863247863248,3.0854700854700856,3.6367521367521367,3.923076923076923
StddevOfTESTAUROCOverDsets:,0.1339587649536813,0.13885261765744117,0.16418192942999926,0.16587153707412414,0.14323754364597202
AvgOfStddevsOfTESTAUROCOverDsetFolds:,0.016054941758477267,0.023511122878156675,0.02146291271905105,0.03747229058450648,0.03357532286125462
StddevsOfTESTAUROCRanksOverDsets:,0.8326035708305249,1.1810718605395376,1.2234959068224134,1.202769669425264,1.2656186040543105

NLL:TESTNLL,CAWPE-A,TunedRandF,TunedXGBoost,TunedSVM,TunedMLP
AvgTESTNLLOverDsets:,0.6532707542506044,0.7191847005215835,0.8601655416454977,0.9545706071301139,1.008963268447244
AvgTESTNLLRankOverDsets:,1.7863247863247864,2.547008547008547,3.264957264957265,3.4358974358974357,3.965811965811966
StddevOfTESTNLLOverDsets:,0.538437438588221,0.5380984868418267,0.7518965872784454,0.8711705549354845,0.8923552792866867
AvgOfStddevsOfTESTNLLOverDsetFolds:,0.04950176352607774,0.06685829914934942,0.1395591547931263,0.24272507113116834,0.293417035290683
StddevsOfTESTNLLRanksOverDsets:,0.8791557453824449,1.1998256087055443,1.2958365850115992,1.4346969846158397,1.1136428568505283

AvgPredTimes:  MISSING

TrainTimes:TRAINTrainTimes,CAWPE-A,TunedXGBoost,TunedSVM,TunedMLP,TunedRandF
AvgTRAINTrainTimesOverDsets:,71.84615384615384,5691140.444444444,2.5770001891452992E8,4.1291791666666664E7,5.9597320136752136E7
AvgTRAINTrainTimesRankOverDsets:,1.0,2.5042735042735043,3.1623931623931623,3.7948717948717947,4.538461538461538
StddevOfTRAINTrainTimesOverDsets:,91.18100749235532,1.5440370509085402E7,1.889977758434465E9,9.356412983648835E7,9.566946620969164E7
AvgOfStddevsOfTRAINTrainTimesOverDsetFolds:,11.910418156468541,992743.3875230786,6481275.288691322,6349392.779024761,8052580.253711309
StddevsOfTRAINTrainTimesRanksOverDsets:,0.0,0.5963095068828113,1.0582782451183503,0.8957607202286268,0.6890580969758339

