CAWPE(alpha=4),CAWPE(ConTie),CAWPE(RandTie)
0.6621945376137998 ,0.6655486344034499,0.6574029707714423
0.6550071873502635 ,0.655965500718735,0.6545280306660278
0.657882127455678 ,0.6612362242453282,0.6583612841399138
0.6521322472448491 ,0.654048873981792,0.6516530905606133
0.6727359846669861 ,0.6751317680881649,0.6722568279827503
0.6487781504551988 ,0.6526114039290848,0.6492573071394346
0.6593195975083852 ,0.6626736942980355,0.659798754192621
0.657882127455678 ,0.6583612841399138,0.6569238140872066
0.659798754192621 ,0.6602779108768567,0.6602779108768567
0.6545280306660278 ,0.6550071873502635,0.654048873981792
0.6593195975083852 ,0.6607570675610924,0.6588404408241495
0.6564446574029708 ,0.657882127455678,0.655965500718735
0.6329659798754192 ,0.6382367034020124,0.633445136559655
0.6545280306660278 ,0.6550071873502635,0.6550071873502635
0.6588404408241495 ,0.6607570675610924,0.6583612841399138
0.6593195975083852 ,0.6612362242453282,0.6569238140872066
0.659798754192621 ,0.6621945376137998,0.6602779108768567
0.6679444178246287 ,0.6693818878773359,0.6693818878773359
0.657882127455678 ,0.6583612841399138,0.6564446574029708
0.6459032103497844 ,0.654048873981792,0.6454240536655487
0.6420699568758984 ,0.6439865836128414,0.6430282702443699
0.6550071873502635 ,0.6569238140872066,0.6550071873502635
0.6626736942980355 ,0.6645903210349784,0.6607570675610924
0.6511739338763776 ,0.6535697172975563,0.6526114039290848
0.6569238140872066 ,0.6641111643507427,0.6564446574029708
0.6439865836128414 ,0.6454240536655487,0.6435074269286056
0.6439865836128414 ,0.6444657402970771,0.6439865836128414
0.6482989937709631 ,0.6506947771921419,0.6478198370867274
0.6607570675610924 ,0.6626736942980355,0.6621945376137998
0.6583612841399138 ,0.6626736942980355,0.657882127455678
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,0.9833333333333333
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
0.9666666666666667 ,1.0,0.9666666666666667
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
1.0 ,1.0,1.0
0.8676085176085176 ,0.8734643734643734,0.8674447174447174
0.8635544635544635 ,0.8725634725634726,0.8633497133497133
0.8655200655200656 ,0.8700655200655201,0.864987714987715
0.8628173628173628 ,0.8686322686322686,0.8626126126126126
0.8634725634725635 ,0.8676494676494676,0.8632268632268633
0.8633087633087633 ,0.8688370188370188,0.8632268632268633
0.8644144144144145 ,0.8685503685503686,0.8638001638001638
0.8672399672399672 ,0.8733415233415234,0.8671171171171171
0.862981162981163 ,0.8702702702702703,0.8628173628173628
0.8632678132678133 ,0.8683865683865684,0.8626535626535626
0.8615069615069615 ,0.8658476658476658,0.8608517608517608
0.864045864045864 ,0.8698198198198198,0.864004914004914
0.8638411138411138 ,0.868018018018018,0.8634316134316135
0.8656429156429156 ,0.8705159705159705,0.8653562653562653
0.8638001638001638 ,0.8684684684684685,0.8638411138411138
0.8663800163800164 ,0.8714168714168714,0.8664619164619165
0.8643734643734644 ,0.8706797706797706,0.863923013923014
0.8638001638001638 ,0.8682227682227682,0.8634725634725635
0.8667485667485667 ,0.8713349713349713,0.8664209664209664
0.864045864045864 ,0.8687141687141687,0.8638411138411138
0.8644144144144145 ,0.8696150696150696,0.864045864045864
0.8644144144144145 ,0.8694103194103194,0.8641687141687142
0.8645372645372645 ,0.8696969696969697,0.864004914004914
0.8622440622440622 ,0.8692465192465193,0.8617936117936118
0.8631859131859132 ,0.8692874692874692,0.8627354627354628
0.861998361998362 ,0.8678542178542179,0.8618345618345619
0.8647420147420147 ,0.8697788697788698,0.8646191646191647
0.8621621621621621 ,0.868018018018018,0.8615479115479115
0.8669533169533169 ,0.8722768222768222,0.8664209664209664
0.8665438165438165 ,0.8715806715806715,0.8665028665028665
0.9330357142857143 ,0.9375,0.9330357142857143
0.9508928571428571 ,0.953125,0.9464285714285714
0.9441964285714286 ,0.9508928571428571,0.9441964285714286
0.9464285714285714 ,0.9486607142857143,0.9486607142857143
0.9263392857142857 ,0.9308035714285714,0.9241071428571429
0.9419642857142857 ,0.9553571428571429,0.9419642857142857
0.9263392857142857 ,0.9330357142857143,0.9263392857142857
0.9375 ,0.9397321428571429,0.9352678571428571
0.9397321428571429 ,0.9464285714285714,0.9397321428571429
0.9575892857142857 ,0.9598214285714286,0.9508928571428571
0.9397321428571429 ,0.9441964285714286,0.9308035714285714
0.9308035714285714 ,0.9441964285714286,0.9375
0.9263392857142857 ,0.9352678571428571,0.9263392857142857
0.9620535714285714 ,0.9620535714285714,0.9598214285714286
0.9419642857142857 ,0.9486607142857143,0.9352678571428571
0.9285714285714286 ,0.9375,0.9285714285714286
