ItalyPowerDemand,TSF,train,0,NANOSECONDS,PREDICTIONS, Generated by BasicReproductionTests at 2019-10-01 13:46:03
timeseriesweka.classifiers.interval_based.TSF, 2019-10-01 13:46:03, 1569933963226
0.967930029154519,180744068,246752081,-1,-1,2,,-1,-1
1,1,,0.118,0.882,,987429,,
1,1,,0.09,0.91,,787505,,
1,1,,0.022,0.978,,661943,,
1,0,,0.504,0.496,,540038,,
1,1,,0.016,0.984,,758247,,
0,0,,1,0,,744594,,
1,1,,0,1,,864549,,
1,1,,0.102,0.898,,687300,,
1,1,,0.04,0.96,,546865,,
1,1,,0.002,0.998,,370103,,
1,1,,0.022,0.978,,367421,,
1,1,,0.406,0.594,,377174,,
1,1,,0.014,0.986,,706560,,
0,0,,0.97,0.03,,527360,,
0,0,,0.662,0.338,,671207,,
1,1,,0.012,0.988,,610499,,
0,0,,0.89,0.11,,557349,,
0,0,,0.996,0.004,,768244,,
0,0,,0.948,0.052,,643170,,
1,1,,0.194,0.806,,911847,,
0,0,,0.646,0.354,,1316816,,
0,0,,0.974,0.026,,511268,,
1,1,,0.184,0.816,,1642301,,
0,0,,0.986,0.014,,590994,,
1,1,,0.294,0.706,,678522,,
0,0,,0.962,0.038,,1326324,,
0,0,,0.928,0.072,,609524,,
0,0,,0.888,0.112,,1227581,,
1,1,,0.006,0.994,,269166,,
0,0,,1,0,,222842,,
0,0,,0.83,0.17,,187734,,
0,0,,0.96,0.04,,182614,,
0,0,,0.52,0.48,,204313,,
1,1,,0.008,0.992,,188953,,
1,1,,0.052,0.948,,186270,,
0,0,,0.796,0.204,,498590,,
1,1,,0.008,0.992,,188708,,
0,0,,0.872,0.128,,194316,,
1,1,,0.058,0.942,,508099,,
0,0,,0.67,0.33,,252831,,
1,1,,0.002,0.998,,206750,,
1,1,,0,1,,178957,,
1,1,,0.002,0.998,,178225,,
1,1,,0.07,0.93,,192121,,
0,0,,0.846,0.154,,189440,,
1,1,,0.014,0.986,,182126,,
1,1,,0.068,0.932,,193098,,
0,0,,0.92,0.08,,578804,,
1,1,,0.168,0.832,,331337,,
0,0,,0.86,0.14,,532723,,
1,1,,0.022,0.978,,364495,,
1,1,,0,1,,321829,,
1,1,,0,1,,223817,,
1,1,,0,1,,182369,,
0,0,,0.88,0.12,,189440,,
1,1,,0.144,0.856,,186027,,
1,1,,0.024,0.976,,187246,,
1,1,,0,1,,182369,,
1,1,,0.006,0.994,,391314,,
1,1,,0.016,0.984,,279406,,
1,1,,0,1,,264290,,
1,1,,0.028,0.972,,288670,,
1,1,,0.286,0.714,,452510,,
1,1,,0.076,0.924,,286720,,
0,0,,0.7,0.3,,187977,,
1,1,,0.004,0.996,,189196,,
1,1,,0.034,0.966,,180906,,
0,0,,0.722,0.278,,184320,,
1,1,,0.032,0.968,,210164,,
1,1,,0.458,0.542,,195779,,
1,1,,0.066,0.934,,226743,,
1,1,,0.212,0.788,,936472,,
1,1,,0.454,0.546,,329874,,
0,0,,0.882,0.118,,434469,,
0,0,,0.99,0.01,,382050,,
1,1,,0,1,,309638,,
0,0,,0.998,0.002,,237958,,
1,1,,0.002,0.998,,197242,,
0,0,,0.922,0.078,,10553540,,
0,0,,1,0,,286720,,
0,0,,0.888,0.112,,199192,,
1,1,,0.008,0.992,,191147,,
1,1,,0.01,0.99,,187245,,
1,0,,0.686,0.314,,332312,,
1,1,,0,1,,188465,,
1,1,,0.004,0.996,,179200,,
1,1,,0.004,0.996,,662186,,
0,0,,0.868,0.132,,337920,,
1,1,,0,1,,745570,,
1,1,,0.492,0.508,,368152,,
1,1,,0.102,0.898,,430324,,
0,0,,0.926,0.074,,195047,,
0,1,,0.444,0.556,,194316,,
0,0,,0.994,0.006,,215284,,
1,1,,0.026,0.974,,185295,,
0,0,,0.88,0.12,,188952,,
1,1,,0.014,0.986,,617813,,
0,0,,1,0,,460801,,
0,0,,0.97,0.03,,600015,,
0,0,,0.934,0.066,,273798,,
1,0,,0.62,0.38,,189684,,
1,1,,0,1,,184077,,
0,0,,0.998,0.002,,181395,,
1,1,,0.06,0.94,,177006,,
0,0,,0.734,0.266,,346697,,
1,1,,0.028,0.972,,564907,,
0,0,,0.888,0.112,,286720,,
0,0,,0.996,0.004,,184076,,
1,1,,0.002,0.998,,533699,,
0,0,,0.864,0.136,,359619,,
0,0,,0.862,0.138,,320853,,
0,0,,0.996,0.004,,485668,,
1,1,,0.046,0.954,,309638,,
0,0,,0.636,0.364,,522728,,
0,0,,1,0,,318903,,
1,1,,0.142,0.858,,493714,,
0,0,,0.976,0.024,,417890,,
0,0,,0.99,0.01,,187002,,
0,0,,0.778,0.222,,263314,,
0,0,,0.858,0.142,,179931,,
0,0,,0.96,0.04,,178712,,
1,1,,0.018,0.982,,202362,,
1,1,,0.052,0.948,,190903,,
1,1,,0.032,0.968,,181638,,
1,1,,0,1,,637318,,
0,0,,0.706,0.294,,1140785,,
0,0,,0.962,0.038,,212358,,
1,1,,0,1,,196267,,
0,0,,0.938,0.062,,186515,,
1,1,,0.026,0.974,,184808,,
0,0,,0.976,0.024,,179200,,
1,1,,0.028,0.972,,266240,,
1,1,,0,1,,766537,,
1,1,,0.018,0.982,,323535,,
0,0,,0.862,0.138,,397653,,
0,0,,0.902,0.098,,403992,,
1,1,,0.32,0.68,,169204,,
0,0,,0.75,0.25,,145066,,
0,0,,0.97,0.03,,147017,,
1,1,,0,1,,140191,,
1,1,,0.072,0.928,,178225,,
0,0,,0.832,0.168,,148968,,
1,1,,0,1,,166278,,
1,1,,0.002,0.998,,161158,,
0,0,,0.992,0.008,,146042,,
0,0,,0.988,0.012,,253318,,
0,0,,0.644,0.356,,404236,,
0,0,,1,0,,146285,,
0,0,,0.762,0.238,,145798,,
1,1,,0.042,0.958,,142629,,
0,0,,0.966,0.034,,161646,,
1,1,,0.1,0.9,,223329,,
0,0,,0.962,0.038,,222354,,
